loglike,rmse
-1.272272740494277,0.8652133741312575
-1.3906401470394922,0.9616503136106237
-1.3265357596019436,0.9100452391404122
-1.1889191664614776,0.7865131945169153
-1.2567433237016674,0.848277469167467
-1.2115265940392737,0.8148097944492974
-1.2588205115581803,0.8490247157762917
-1.1793764575992418,0.7866356601908898
-1.1844450408948117,0.7845005135587122
-1.0997686702563383,0.7124431065998933
